GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,28,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,45,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,60,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,36,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,60,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,28,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,29,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,9,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,34,41,10,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,0,41,10,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,45,52,9,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,15,52,9,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,58,52,9,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,25,52,9,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,2,52,9,0
1,0,0,0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1.0,43,56,24,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,47,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,47,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,3,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,43,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,48,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,12,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,48,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,36,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,3,28,2,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,2.0,43,28,2,0
1,0,0,1,112500.0,Working,Secondary / secondary special,Separated,With parents,0,0,0,2.0,18,25,4,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,2,42,9,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,22,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,20,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,13,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,11,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,55,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,7,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,11,44,1,0
0,0,1,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,2.0,8,44,1,0
1,1,1,2,94500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,4.0,14,39,18,0
0,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,23,27,1,0
0,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,21,27,1,0
0,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,17,27,1,0
0,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,13,27,1,0
1,1,1,0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,40,40,9,0
1,1,1,0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,49,40,9,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,56,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,60,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,14,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,60,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,30,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,30,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,53,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,50,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,21,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,13,44,1,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,2.0,0,44,1,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,23,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,36,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,60,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,27,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,0,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,48,37,17,0
1,1,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,4.0,21,37,17,0
1,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,22,30,0,0
1,0,1,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1.0,32,28,4,0
1,0,1,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1.0,33,28,4,0
1,0,1,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1.0,4,28,4,0
1,0,1,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1.0,3,28,4,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,22,38,11,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,22,38,11,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,9,38,11,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,16,38,11,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,5,38,11,0
1,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,5,38,11,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,25,56,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,42,56,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,13,56,6,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,8,56,6,0
1,0,1,0,105750.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,16,45,1,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,7,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,43,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,38,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,48,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,55,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,47,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,42,65,21,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,11,65,21,0
0,1,1,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,27,37,3,0
1,0,0,0,90000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,40,34,4,0
1,0,0,0,90000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,52,34,4,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,24,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,38,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,40,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,45,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,49,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,51,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,38,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,23,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,36,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,30,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,28,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,24,44,20,0
0,0,1,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,8,44,20,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1.0,49,52,2,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1.0,34,52,2,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,50,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,22,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,30,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,50,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,58,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,58,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,58,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,18,57,13,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1.0,13,57,13,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,33,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,33,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,30,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,21,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,38,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,49,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,49,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,38,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,30,40,16,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,24,40,16,0
1,0,0,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,47,33,1,0
1,0,0,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,50,33,1,0
1,0,0,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,22,33,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,43,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,43,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,39,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,39,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,34,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,21,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,20,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,10,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,60,32,1,0
0,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,10,32,1,0
1,1,0,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,22,26,4,0
1,1,0,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,22,26,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,41,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,31,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,31,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,31,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,40,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,48,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,60,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,48,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,23,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,43,31,4,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2.0,18,31,4,0
1,0,1,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,38,37,7,0
0,1,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1.0,17,29,3,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,20,41,1,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,26,41,1,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,22,41,1,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,19,41,1,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,6,41,1,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,6,41,1,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,12,45,4,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,25,45,4,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,30,45,4,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,7,45,4,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,2,45,4,0
1,0,0,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,11,57,4,0
1,0,0,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,10,57,4,0
1,0,0,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,7,57,4,0
1,0,0,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,11,57,4,0
1,0,0,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,5,57,4,0
0,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,27,55,2,0
0,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,19,55,2,0
0,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,55,2,0
0,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,7,55,2,0
0,0,1,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,0,0,1.0,17,25,1,0
0,0,1,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,0,0,1.0,23,25,1,0
0,0,1,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,0,0,1.0,23,25,1,0
1,0,1,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,38,45,23,0
1,0,1,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,21,45,23,0
1,0,1,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,10,45,23,0
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,31,64,1,0
0,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,33,45,3,0
0,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,50,45,3,0
0,1,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,26,24,4,0
0,1,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,20,24,4,0
0,0,0,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,2.0,11,50,8,0
1,1,1,1,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,3.0,13,33,4,0
1,1,1,1,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,3.0,36,33,4,0
0,0,0,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,1.0,27,27,2,0
0,0,0,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,1.0,7,27,2,0
0,0,0,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,1.0,13,27,2,0
1,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,4,55,5,0
1,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,38,55,5,0
1,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,55,5,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,15,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,16,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,23,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,16,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,7,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,17,30,3,0
0,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,19,30,3,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,10,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,4,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,28,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,10,28,4,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,14,28,4,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,2.0,59,41,15,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,2.0,47,41,15,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,2.0,20,41,15,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,2.0,59,41,15,0
0,0,0,1,225000.0,Working,Higher education,Married,House / apartment,0,0,0,3.0,38,50,7,0
0,0,0,1,225000.0,Working,Higher education,Married,House / apartment,0,0,0,3.0,33,50,7,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,34,37,3,0
1,0,0,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,2.0,18,48,14,0
1,0,0,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,2.0,30,48,14,0
1,0,0,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,2.0,18,48,14,0
1,0,0,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,2.0,14,48,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,28,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,41,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,28,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,6,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,58,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,28,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,13,47,14,0
1,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,2,47,14,0
1,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,33,38,4,0
1,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,13,38,4,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,6,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,51,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,17,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,45,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,17,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,42,44,10,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,5,44,10,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,42,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,1,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,49,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,15,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,23,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,23,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,27,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,10,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,17,32,7,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,23,32,7,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,35,35,11,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,35,35,11,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,32,35,11,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,31,35,11,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,4,35,11,0
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,2.0,33,30,8,0
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,2.0,33,30,8,0
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,2.0,20,30,8,0
0,1,1,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,2.0,46,30,8,0
0,0,1,2,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,17,27,0,0
0,0,1,2,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,1,27,0,0
0,1,1,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,4.0,56,49,12,1
0,1,1,2,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,4.0,49,49,12,1
1,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,44,51,26,0
